Protein ID,GO ID,Function,Link
P05042,GO:0006979|GO:0004333|GO:0005737|GO:0042802|GO:0006106|GO:0006108|GO:0006099,response to oxidative stress|fumarate hydratase activity|cytoplasm|identical protein binding|fumarate metabolic process|malate metabolic process|tricarboxylic acid cycle,https://www.uniprot.org/uniprotkb/P05042
P0A6H5,GO:0016020|GO:0009376|GO:0000287|GO:0036402|GO:0043335|GO:0006508|GO:0051603|GO:0016887|GO:0008233|GO:0030164|GO:0042802|GO:0005829|GO:0005524|GO:0019904|GO:0034605|GO:0009408,membrane|HslUV protease complex|magnesium ion binding|proteasome-activating activity|protein unfolding|proteolysis|proteolysis involved in protein catabolic process|ATP hydrolysis activity|peptidase activity|protein denaturation|identical protein binding|cytosol|ATP binding|protein domain specific binding|cellular response to heat|response to heat,https://www.uniprot.org/uniprotkb/P0A6H5
P0A6P5,GO:0097216|GO:0032794|GO:0005829|GO:0005525|GO:0042254|GO:0043022|GO:0043023|GO:0003924,guanosine tetraphosphate binding|GTPase activating protein binding|cytosol|GTP binding|ribosome biogenesis|ribosome binding|ribosomal large subunit binding|GTPase activity,https://www.uniprot.org/uniprotkb/P0A6P5
P0A8A4,GO:0004674|GO:0043531|GO:0016776|GO:0005829|GO:0005524|GO:0030234,"protein serine/threonine kinase activity|ADP binding|phosphotransferase activity, phosphate group as acceptor|cytosol|ATP binding|enzyme regulator activity",https://www.uniprot.org/uniprotkb/P0A8A4
P0A8G6,GO:0016020|GO:0050136|GO:0051287|GO:0006979|GO:0050661|GO:0050660|GO:0008753|GO:0042802|GO:0005829|GO:0032991|GO:0003955|GO:0010181,membrane|NADH:ubiquinone reductase (non-electrogenic) activity|NAD binding|response to oxidative stress|NADP binding|flavin adenine dinucleotide binding|NADPH dehydrogenase (quinone) activity|identical protein binding|cytosol|protein-containing complex|NAD(P)H dehydrogenase (quinone) activity|FMN binding,https://www.uniprot.org/uniprotkb/P0A8G6
P0A8Q6,GO:0006508|GO:0051087|GO:0030163|GO:0140678|GO:0009408,proteolysis|protein-folding chaperone binding|protein catabolic process|molecular function inhibitor activity|response to heat,https://www.uniprot.org/uniprotkb/P0A8Q6
P0A8X0,GO:0005829|GO:0043023,cytosol|ribosomal large subunit binding,https://www.uniprot.org/uniprotkb/P0A8X0
P0A8Y3,GO:0000287|GO:0008877|GO:0030145,magnesium ion binding|glucose-1-phosphatase activity|manganese ion binding,https://www.uniprot.org/uniprotkb/P0A8Y3
P0A948,GO:0036211|GO:0008080|GO:0005737|GO:1990189|GO:0008999|GO:0005829|GO:0030490|GO:0042254,protein modification process|N-acetyltransferase activity|cytoplasm|peptide-serine-alpha-N-acetyltransferase activity|peptide-alanine-alpha-N-acetyltransferase activity|cytosol|maturation of SSU-rRNA|ribosome biogenesis,https://www.uniprot.org/uniprotkb/P0A948
P0A9S7,GO:0016020|GO:0015823|GO:0015808|GO:0015803|GO:1903805|GO:1903806|GO:0016887|GO:1903785|GO:1903714|GO:0015192|GO:0015658|GO:0042941|GO:0015188|GO:0005886|GO:0005524|GO:0005304|GO:0055052,"membrane|phenylalanine transport|L-alanine transport|branched-chain amino acid transport|L-valine import across plasma membrane|L-isoleucine import across plasma membrane|ATP hydrolysis activity|L-valine transmembrane transport|isoleucine transmembrane transport|L-phenylalanine transmembrane transporter activity|branched-chain amino acid transmembrane transporter activity|D-alanine transmembrane transport|L-isoleucine transmembrane transporter activity|plasma membrane|ATP binding|L-valine transmembrane transporter activity|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P0A9S7
P0A9X9,GO:0003723|GO:0003727|GO:0060567|GO:0003697|GO:0003676|GO:0003677|GO:0001072|GO:0045893|GO:0005829|GO:0009409|GO:0010468,"RNA binding|single-stranded RNA binding|negative regulation of termination of DNA-templated transcription|single-stranded DNA binding|nucleic acid binding|DNA binding|transcription antitermination factor activity, RNA binding|positive regulation of DNA-templated transcription|cytosol|response to cold|regulation of gene expression",https://www.uniprot.org/uniprotkb/P0A9X9
P0AA25,GO:0045454|GO:0005737|GO:0015035|GO:0005829|GO:0030337,cell redox homeostasis|cytoplasm|protein-disulfide reductase activity|cytosol|DNA polymerase processivity factor activity,https://www.uniprot.org/uniprotkb/P0AA25
P0AAG8,GO:0016020|GO:0015757|GO:0015765|GO:0006974|GO:0016887|GO:0015592|GO:0005886|GO:0005524|GO:0005354|GO:0055052,"membrane|galactose transmembrane transport|methylgalactoside transport|DNA damage response|ATP hydrolysis activity|methylgalactoside transmembrane transporter activity|plasma membrane|ATP binding|galactose transmembrane transporter activity|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P0AAG8
P0AAQ0,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P0AAQ0
P0AB85,GO:0016740|GO:1990204|GO:0005886|GO:0046872,transferase activity|oxidoreductase complex|plasma membrane|metal ion binding,https://www.uniprot.org/uniprotkb/P0AB85
P0AC16,GO:0004150|GO:0016853|GO:0005737|GO:0042802|GO:0046656|GO:0046654,dihydroneopterin aldolase activity|isomerase activity|cytoplasm|identical protein binding|folic acid biosynthetic process|tetrahydrofolate biosynthetic process,https://www.uniprot.org/uniprotkb/P0AC16
P0AC41,GO:0016020|GO:0009055|GO:0009061|GO:0009060|GO:0008177|GO:0045281|GO:0045282|GO:0050660|GO:0000104|GO:0005886|GO:0006099|GO:0019646,membrane|electron transfer activity|anaerobic respiration|aerobic respiration|succinate dehydrogenase (quinone) activity|obsolete succinate dehydrogenase complex|obsolete plasma membrane succinate dehydrogenase complex|flavin adenine dinucleotide binding|succinate dehydrogenase activity|plasma membrane|tricarboxylic acid cycle|aerobic electron transport chain,https://www.uniprot.org/uniprotkb/P0AC41
P0ACH1,GO:0003677,DNA binding,https://www.uniprot.org/uniprotkb/P0ACH1
P0ACT6,GO:0003700|GO:0000976|GO:0006351|GO:0006355|GO:0045892,DNA-binding transcription factor activity|transcription cis-regulatory region binding|DNA-templated transcription|regulation of DNA-templated transcription|negative regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P0ACT6
P0AG51,GO:0003735|GO:0002181|GO:0000027|GO:0005737|GO:0022625,structural constituent of ribosome|cytoplasmic translation|ribosomal large subunit assembly|cytoplasm|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/P0AG51
P0CF29,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/P0CF29
P0CF79,GO:0003677|GO:0006310|GO:0015074|GO:0032196,DNA binding|DNA recombination|DNA integration|transposition,https://www.uniprot.org/uniprotkb/P0CF79
P0CK95,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P0CK95
P0DQD7,GO:0016020|GO:0005886|GO:0034605,membrane|plasma membrane|cellular response to heat,https://www.uniprot.org/uniprotkb/P0DQD7
P0DSE6,,,https://www.uniprot.org/uniprotkb/P0DSE6
P0DSF4,GO:0046872,metal ion binding,https://www.uniprot.org/uniprotkb/P0DSF4
P0DSF8,GO:0030308,negative regulation of cell growth,https://www.uniprot.org/uniprotkb/P0DSF8
P10908,GO:0006629|GO:0000287|GO:0008889|GO:0047389|GO:0047395|GO:0005737|GO:0006071,lipid metabolic process|magnesium ion binding|glycerophosphodiester phosphodiesterase activity|glycerophosphocholine phosphodiesterase activity|glycerophosphoinositol glycerophosphodiesterase activity|cytoplasm|glycerol metabolic process,https://www.uniprot.org/uniprotkb/P10908
P11446,GO:0051287|GO:0006526|GO:0070401|GO:0005737|GO:0003942|GO:0046983,NAD binding|arginine biosynthetic process|NADP+ binding|cytoplasm|N-acetyl-gamma-glutamyl-phosphate reductase activity|protein dimerization activity,https://www.uniprot.org/uniprotkb/P11446
P11667,GO:0061459|GO:0006865|GO:1903826|GO:0015171|GO:0005886,L-arginine transmembrane transporter activity|amino acid transport|L-arginine transmembrane transport|amino acid transmembrane transporter activity|plasma membrane,https://www.uniprot.org/uniprotkb/P11667
P12758,GO:0006974|GO:0004850|GO:0006218|GO:0042802|GO:0005829|GO:0005524|GO:0032991|GO:0030955|GO:0009166|GO:0044206,DNA damage response|uridine phosphorylase activity|uridine catabolic process|identical protein binding|cytosol|ATP binding|protein-containing complex|potassium ion binding|nucleotide catabolic process|UMP salvage,https://www.uniprot.org/uniprotkb/P12758
P12995,GO:0004015|GO:0030170|GO:0005737|GO:0042803|GO:0009102,adenosylmethionine-8-amino-7-oxononanoate transaminase activity|pyridoxal phosphate binding|cytoplasm|protein homodimerization activity|biotin biosynthetic process,https://www.uniprot.org/uniprotkb/P12995
P15005,GO:0009307|GO:0010385|GO:0004519|GO:1905348|GO:0016887|GO:0015666|GO:0003677|GO:0006308|GO:0044729|GO:0042802|GO:0005525|GO:0005524|GO:0003924,DNA restriction-modification system|double-stranded methylated DNA binding|endonuclease activity|endonuclease complex|ATP hydrolysis activity|restriction endodeoxyribonuclease activity|DNA binding|DNA catabolic process|hemi-methylated DNA-binding|identical protein binding|GTP binding|ATP binding|GTPase activity,https://www.uniprot.org/uniprotkb/P15005
P15082,GO:0003700|GO:0009401|GO:0003677|GO:0045892,DNA-binding transcription factor activity|phosphoenolpyruvate-dependent sugar phosphotransferase system|DNA binding|negative regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P15082
P15877,GO:0016020|GO:0000287|GO:0070968|GO:0048039|GO:0008876|GO:0005886|GO:0030288,membrane|magnesium ion binding|pyrroloquinoline quinone binding|ubiquinone binding|quinoprotein glucose dehydrogenase activity|plasma membrane|outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/P15877
P16384,GO:1990497|GO:0006400|GO:0005524|GO:0052381|GO:0034605,regulation of cytoplasmic translation in response to stress|tRNA modification|ATP binding|tRNA dimethylallyltransferase activity|cellular response to heat,https://www.uniprot.org/uniprotkb/P16384
P16432,GO:0016020|GO:0009061|GO:0009060|GO:0009326|GO:0016651|GO:0051539|GO:0006007|GO:0015944|GO:0019645|GO:0046872,"membrane|anaerobic respiration|aerobic respiration|formate dehydrogenase complex|oxidoreductase activity, acting on NAD(P)H|4 iron, 4 sulfur cluster binding|glucose catabolic process|formate oxidation|anaerobic electron transport chain|metal ion binding",https://www.uniprot.org/uniprotkb/P16432
P16685,GO:0015716|GO:0061694|GO:0061693|GO:1904176|GO:0019700|GO:0019634,organic phosphonate transport|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity|carbon phosphorus lyase complex|organic phosphonate catabolic process|organic phosphonate metabolic process,https://www.uniprot.org/uniprotkb/P16685
P16690,GO:0033863|GO:0006015|GO:0005829|GO:0005524|GO:0019634,"ribose 1,5-bisphosphate phosphokinase activity|5-phosphoribose 1-diphosphate biosynthetic process|cytosol|ATP binding|organic phosphonate metabolic process",https://www.uniprot.org/uniprotkb/P16690
P16917,,,https://www.uniprot.org/uniprotkb/P16917
P19319,GO:0016020|GO:0043546|GO:0009061|GO:0009325|GO:0051539|GO:0042126|GO:0042128|GO:0008940|GO:0005886|GO:0019645|GO:0046872,"membrane|molybdopterin cofactor binding|anaerobic respiration|nitrate reductase complex|4 iron, 4 sulfur cluster binding|nitrate metabolic process|nitrate assimilation|nitrate reductase activity|plasma membrane|anaerobic electron transport chain|metal ion binding",https://www.uniprot.org/uniprotkb/P19319
P21338,GO:0003723|GO:0006401|GO:0008847|GO:0005737|GO:0033897|GO:0030288,RNA binding|RNA catabolic process|Enterobacter ribonuclease activity|cytoplasm|ribonuclease T2 activity|outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/P21338
P21369,GO:0016811|GO:0008936|GO:0005829|GO:0046872|GO:0019365,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|nicotinamidase activity|cytosol|metal ion binding|pyridine nucleotide salvage",https://www.uniprot.org/uniprotkb/P21369
P28249,GO:0090313|GO:0042597|GO:0005886,regulation of protein targeting to membrane|periplasmic space|plasma membrane,https://www.uniprot.org/uniprotkb/P28249
P30750,GO:0016020|GO:0009276|GO:0048473|GO:0016887|GO:0033232|GO:1903692|GO:0015191|GO:1990197|GO:0042626|GO:0005524|GO:0055052,"membrane|Gram-negative-bacterium-type cell wall|D-methionine transmembrane transport|ATP hydrolysis activity|ABC-type D-methionine transporter activity|methionine import across plasma membrane|L-methionine transmembrane transporter activity|methionine-importing ABC transporter complex|ATPase-coupled transmembrane transporter activity|ATP binding|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P30750
P31061,,,https://www.uniprot.org/uniprotkb/P31061
P31122,GO:0015144|GO:0005886|GO:0055085|GO:0022857,carbohydrate transmembrane transporter activity|plasma membrane|transmembrane transport|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P31122
P31463,GO:0003700|GO:0003677|GO:0006351|GO:0006355,DNA-binding transcription factor activity|DNA binding|DNA-templated transcription|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P31463
P31551,GO:0006635|GO:0120092|GO:0008809|GO:0008735|GO:0042413,fatty acid beta-oxidation|crotonyl-CoA hydratase activity|carnitine racemase activity|L-carnitine CoA-transferase activity|carnitine catabolic process,https://www.uniprot.org/uniprotkb/P31551
P31991,,,https://www.uniprot.org/uniprotkb/P31991
P33021,GO:1901642|GO:0005886|GO:0015293|GO:0005337,nucleoside transmembrane transport|plasma membrane|symporter activity|nucleoside transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P33021
P33218,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P33218
P33226,GO:0016020|GO:0009055|GO:0009061|GO:0009060|GO:0009276|GO:1904852|GO:0006885|GO:0005886|GO:0005506|GO:0030288|GO:0020037|GO:0019645|GO:0009968,membrane|electron transfer activity|anaerobic respiration|aerobic respiration|Gram-negative-bacterium-type cell wall|trimethylamine-N-oxide reductase (cytochrome c) complex|regulation of pH|plasma membrane|iron ion binding|outer membrane-bounded periplasmic space|heme binding|anaerobic electron transport chain|negative regulation of signal transduction,https://www.uniprot.org/uniprotkb/P33226
P33643,GO:0003723|GO:0120159|GO:0000455|GO:0005829|GO:0160140|GO:0009982,RNA binding|rRNA pseudouridine synthase activity|enzyme-directed rRNA pseudouridine synthesis|cytosol|23S rRNA pseudouridine(1911/1915/1917) synthase activity|pseudouridine synthase activity,https://www.uniprot.org/uniprotkb/P33643
P33997,GO:0003677|GO:0045893|GO:0044010,DNA binding|positive regulation of DNA-templated transcription|single-species biofilm formation,https://www.uniprot.org/uniprotkb/P33997
P36943,GO:0009279|GO:0007155,cell outer membrane|cell adhesion,https://www.uniprot.org/uniprotkb/P36943
P38101,GO:0033228|GO:0015171|GO:0015562|GO:0005886,cysteine export across plasma membrane|amino acid transmembrane transporter activity|efflux transmembrane transporter activity|plasma membrane,https://www.uniprot.org/uniprotkb/P38101
P39362,GO:0009052|GO:0004750|GO:0005829|GO:0005975|GO:0046872,"pentose-phosphate shunt, non-oxidative branch|D-ribulose-phosphate 3-epimerase activity|cytosol|carbohydrate metabolic process|metal ion binding",https://www.uniprot.org/uniprotkb/P39362
P39453,GO:0009061|GO:0071310|GO:0004721|GO:0000160|GO:0000155|GO:0005886|GO:0042802|GO:0042803|GO:0005524,anaerobic respiration|obsolete cellular response to organic substance|phosphoprotein phosphatase activity|phosphorelay signal transduction system|phosphorelay sensor kinase activity|plasma membrane|identical protein binding|protein homodimerization activity|ATP binding,https://www.uniprot.org/uniprotkb/P39453
P39831,GO:0051289|GO:0006212|GO:0031132|GO:0035527|GO:0008442|GO:0042802|GO:0005829|GO:0032991,protein homotetramerization|uracil catabolic process|serine 3-dehydrogenase activity|3-hydroxypropionate dehydrogenase (NADP+) activity|3-hydroxyisobutyrate dehydrogenase activity|identical protein binding|cytosol|protein-containing complex,https://www.uniprot.org/uniprotkb/P39831
P40710,GO:0009279|GO:1990169|GO:0042802|GO:0010810|GO:0007155,cell outer membrane|stress response to copper ion|identical protein binding|regulation of cell-substrate adhesion|cell adhesion,https://www.uniprot.org/uniprotkb/P40710
P45472,GO:0004520|GO:0008296,DNA endonuclease activity|3'-5'-DNA exonuclease activity,https://www.uniprot.org/uniprotkb/P45472
P46130,GO:0009279|GO:0045330|GO:0052689|GO:0030599|GO:0042545,cell outer membrane|obsolete aspartyl esterase activity|carboxylic ester hydrolase activity|pectinesterase activity|cell wall modification,https://www.uniprot.org/uniprotkb/P46130
